CMS1_Pval	CMS2_Pval	CMS3_Pval	CMS4_Pval	CMS	min_Pval	classifier
gse20916.GSM523322	0.816681869	0.3046316	0.658974359	0.908340934	NA	0.3046316	NOLBL
gse20916.GSM523323	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse20916.GSM523325	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse20916.GSM523326	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse20916.GSM523327	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	CMS3
gse20916.GSM523328	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	CMS2
gse20916.GSM523329	0.100932401	1	0.204273504	0.908340934	NA	0.100932401	CMS3
gse20916.GSM523331	0.100932401	0.937285903	1	0.594081281	NA	0.100932401	CMS1
gse20916.GSM523332	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
gse20916.GSM523333	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse20916.GSM523334	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	CMS3
gse20916.GSM523335	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
gse20916.GSM523336	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse20916.GSM523337	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse20916.GSM523339	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse20916.GSM523340	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	CMS3
gse20916.GSM523341	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	CMS3
gse20916.GSM523342	1	0.67678119	0.024786325	0.908340934	CMS3	0.024786325	CMS3
gse20916.GSM523344	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
gse20916.GSM523345	0.011070572	0.937285903	1	0.908340934	CMS1	0.011070572	CMS1
gse20916.GSM523346	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
gse20916.GSM523347	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
gse20916.GSM523348	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse20916.GSM523350	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
gse20916.GSM523351	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse20916.GSM523352	0.404216074	1	0.204273504	0.594081281	NA	0.204273504	NOLBL
gse20916.GSM523353	0.816681869	0.937285903	0.024786325	0.908340934	CMS3	0.024786325	CMS3
gse20916.GSM523354	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse20916.GSM523355	0.816681869	0.937285903	0.204273504	0.594081281	NA	0.204273504	CMS3
gse20916.GSM523356	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	CMS3
gse20916.GSM523357	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse20916.GSM523359	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
gse20916.GSM523361	0.816681869	0.937285903	0.204273504	0.594081281	NA	0.204273504	CMS3
gse20916.GSM523362	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	CMS3
gse20916.GSM523363	0.404216074	0.67678119	1	0.594081281	NA	0.404216074	NOLBL
gse20916.GSM523366	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse20916.GSM523367	0.816681869	0.67678119	0.204273504	0.908340934	NA	0.204273504	CMS3
gse20916.GSM523368	1	0.3046316	1	0.227445019	NA	0.227445019	CMS2
gse20916.GSM523370	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse20916.GSM523371	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse20916.GSM523372	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse20916.GSM523374	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
gse20916.GSM523375	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	CMS3
gse20916.GSM523376	0.816681869	0.3046316	0.658974359	0.908340934	NA	0.3046316	CMS3
gse20916.GSM523378	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
gse20916.GSM523379	0.011070572	0.937285903	1	0.908340934	CMS1	0.011070572	CMS1
gse20916.GSM523380	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse20916.GSM523381	0.404216074	0.67678119	0.658974359	0.908340934	NA	0.404216074	NOLBL
gse20916.GSM523383	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
gse20916.GSM523384	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
gse20916.GSM523385	0.816681869	0.073071856	1	0.908340934	NA	0.073071856	NOLBL
gse23878.GSM588828	1	0.007945678	0.658974359	1	CMS2	0.007945678	NA
gse23878.GSM588829	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588830	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588831	0.404216074	1	0.000854701	1	CMS3	0.000854701	NA
gse23878.GSM588832	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	NA
gse23878.GSM588833	1	0.67678119	0.000854701	1	CMS3	0.000854701	NA
gse23878.GSM588834	1	0.3046316	1	0.227445019	NA	0.227445019	NA
gse23878.GSM588835	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588836	0.100932401	1	0.204273504	0.908340934	NA	0.100932401	NA
gse23878.GSM588837	1	0.007945678	0.658974359	1	CMS2	0.007945678	NA
gse23878.GSM588838	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588839	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588840	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588841	0.100932401	0.67678119	1	0.908340934	NA	0.100932401	NA
gse23878.GSM588842	1	0.073071856	1	0.594081281	NA	0.073071856	NA
gse23878.GSM588843	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588844	0.816681869	0.3046316	1	0.594081281	NA	0.3046316	NA
gse23878.GSM588845	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588846	1	0.67678119	1	0.044126888	CMS4	0.044126888	NA
gse23878.GSM588847	1	0.937285903	1	0.003689065	CMS4	0.003689065	NA
gse23878.GSM588848	1	0.937285903	1	0.003689065	CMS4	0.003689065	NA
gse23878.GSM588849	0.816681869	0.007945678	1	1	CMS2	0.007945678	NA
gse23878.GSM588850	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588851	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	NA
gse23878.GSM588852	0.816681869	0.937285903	0.658974359	0.227445019	NA	0.227445019	NA
gse23878.GSM588853	1	0.000283774	1	1	CMS2	0.000283774	NA
gse23878.GSM588854	1	0.073071856	1	0.594081281	NA	0.073071856	NA
gse23878.GSM588855	1	0.67678119	1	0.044126888	CMS4	0.044126888	NA
gse23878.GSM588856	0.404216074	1	0.658974359	0.227445019	NA	0.227445019	NA
gse23878.GSM588857	1	0.007945678	1	0.908340934	CMS2	0.007945678	NA
gse23878.GSM588858	0.404216074	0.67678119	1	0.594081281	NA	0.404216074	NA
gse23878.GSM588859	1	0.3046316	1	0.227445019	NA	0.227445019	NA
gse23878.GSM588860	0.816681869	0.007945678	1	1	CMS2	0.007945678	NA
gse23878.GSM588861	0.100932401	0.67678119	0.658974359	1	NA	0.100932401	NA
gse23878.GSM588862	1	0.007945678	1	0.908340934	CMS2	0.007945678	NA
gse37892.GSM929494	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929495	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse37892.GSM929496	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
gse37892.GSM929497	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
gse37892.GSM929498	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929499	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929500	0.011070572	0.937285903	1	0.908340934	CMS1	0.011070572	CMS1
gse37892.GSM929501	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929502	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse37892.GSM929503	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929504	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929505	0.816681869	0.3046316	0.658974359	0.908340934	NA	0.3046316	NOLBL
gse37892.GSM929506	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929507	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929508	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929509	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
gse37892.GSM929510	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse37892.GSM929511	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
gse37892.GSM929512	1	0.3046316	1	0.227445019	NA	0.227445019	NA
gse37892.GSM929513	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929514	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929515	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929516	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929517	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929518	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929519	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse37892.GSM929520	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse37892.GSM929521	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
gse37892.GSM929522	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929523	0.816681869	0.3046316	1	0.594081281	NA	0.3046316	NOLBL
gse37892.GSM929524	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929525	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse37892.GSM929526	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929527	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929528	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929529	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929530	0.816681869	0.3046316	0.658974359	0.908340934	NA	0.3046316	NOLBL
gse37892.GSM929531	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
gse37892.GSM929532	1	0.007945678	0.658974359	1	CMS2	0.007945678	NOLBL
gse37892.GSM929533	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929534	0.404216074	0.073071856	1	1	NA	0.073071856	CMS2
gse37892.GSM929535	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929536	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929537	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929538	0.404216074	0.073071856	1	1	NA	0.073071856	CMS2
gse37892.GSM929539	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929540	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929541	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse37892.GSM929542	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929543	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929544	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929545	0.816681869	0.073071856	1	0.908340934	NA	0.073071856	CMS2
gse37892.GSM929546	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse37892.GSM929547	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929548	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929549	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929550	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929551	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929552	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929553	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929554	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929555	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929556	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse37892.GSM929557	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929558	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse37892.GSM929559	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929560	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929561	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929562	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929563	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse37892.GSM929564	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929565	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse37892.GSM929566	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse37892.GSM929567	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse37892.GSM929568	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	NOLBL
gse37892.GSM929569	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
gse37892.GSM929570	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929571	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929572	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	NA
gse37892.GSM929573	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	CMS4
gse37892.GSM929574	0.816681869	0.67678119	0.658974359	0.594081281	NA	0.594081281	CMS3
gse37892.GSM929575	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	NA
gse37892.GSM929576	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929577	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
gse37892.GSM929578	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929579	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929580	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse37892.GSM929581	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929582	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929583	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929584	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929585	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
gse37892.GSM929586	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929587	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929588	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929589	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse37892.GSM929590	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929591	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929592	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929593	0.816681869	0.67678119	0.658974359	0.594081281	NA	0.594081281	CMS4
gse37892.GSM929594	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929595	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929596	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929597	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse37892.GSM929598	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
gse37892.GSM929599	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929600	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929601	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
gse37892.GSM929602	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse37892.GSM929603	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929604	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
gse37892.GSM929605	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse37892.GSM929606	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929607	0.816681869	0.073071856	1	0.908340934	NA	0.073071856	NOLBL
gse37892.GSM929608	1	0.3046316	1	0.227445019	NA	0.227445019	CMS2
gse37892.GSM929609	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929610	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929611	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929612	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929613	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929614	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929615	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse37892.GSM929616	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929617	0.100932401	0.937285903	0.658974359	0.908340934	NA	0.100932401	CMS1
gse37892.GSM929618	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	NOLBL
gse37892.GSM929619	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse37892.GSM929620	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse37892.GSM929621	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse37892.GSM929622	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	CMS4
gse37892.GSM929623	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
gse17536.GSM437093	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437094	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437095	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437096	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437097	0.100932401	0.67678119	0.658974359	1	NA	0.100932401	NOLBL
gse17536.GSM437098	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse17536.GSM437099	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437100	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse17536.GSM437101	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437102	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437103	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse17536.GSM437104	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437105	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse17536.GSM437106	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
gse17536.GSM437107	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
gse17536.GSM437108	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437109	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
gse17536.GSM437110	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437111	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437112	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437113	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437114	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437115	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437116	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse17536.GSM437117	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse17536.GSM437118	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437119	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437120	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
gse17536.GSM437121	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	NOLBL
gse17536.GSM437122	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437123	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437124	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437125	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437126	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse17536.GSM437127	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
gse17536.GSM437128	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
gse17536.GSM437129	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437130	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437131	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
gse17536.GSM437132	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437133	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437134	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437135	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437136	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437137	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437138	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
gse17536.GSM437139	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437140	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437141	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
gse17536.GSM437142	0.404216074	0.073071856	1	1	NA	0.073071856	NOLBL
gse17536.GSM437143	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse17536.GSM437144	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437145	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437146	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
gse17536.GSM437147	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437148	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse17536.GSM437149	0.011070572	0.937285903	1	0.908340934	CMS1	0.011070572	CMS1
gse17536.GSM437150	0.404216074	1	0.000854701	1	CMS3	0.000854701	NA
gse17536.GSM437151	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437152	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse17536.GSM437153	1	0.000283774	1	1	CMS2	0.000283774	NA
gse17536.GSM437154	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	NOLBL
gse17536.GSM437155	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
gse17536.GSM437156	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437157	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437158	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
gse17536.GSM437159	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
gse17536.GSM437160	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
gse17536.GSM437161	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437162	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437163	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
gse17536.GSM437164	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437165	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437166	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437167	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
gse17536.GSM437168	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437169	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437170	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437171	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437172	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437173	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse17536.GSM437174	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437175	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
gse17536.GSM437176	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
gse17536.GSM437177	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437178	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
gse17536.GSM437179	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437180	0.404216074	1	0.204273504	0.594081281	NA	0.204273504	NOLBL
gse17536.GSM437181	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse17536.GSM437182	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
gse17536.GSM437183	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437184	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437185	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437186	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	CMS3
gse17536.GSM437187	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	NOLBL
gse17536.GSM437188	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
gse17536.GSM437189	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
gse17536.GSM437190	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
gse17536.GSM437191	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437192	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS4
gse17536.GSM437193	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
gse17536.GSM437194	1	0.000283774	1	1	CMS2	0.000283774	CMS2
gse17536.GSM437195	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
gse17536.GSM437196	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
gse17536.GSM437197	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
gse17536.GSM437198	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
